Summary:
Total Rooms: 1000
Total Students: 10000

List of rooms and the number of students in each:
Room ID: 0, Name: Room #0, Students: 9
Room ID: 631, Name: Room #631, Students: 16
Room ID: 632, Name: Room #632, Students: 9
Room ID: 633, Name: Room #633, Students: 7
Room ID: 634, Name: Room #634, Students: 6
Room ID: 635, Name: Room #635, Students: 8
Room ID: 636, Name: Room #636, Students: 5
Room ID: 637, Name: Room #637, Students: 13
Room ID: 638, Name: Room #638, Students: 7
Room ID: 639, Name: Room #639, Students: 8
Room ID: 640, Name: Room #640, Students: 6
Room ID: 641, Name: Room #641, Students: 8
Room ID: 642, Name: Room #642, Students: 9
Room ID: 643, Name: Room #643, Students: 11
Room ID: 644, Name: Room #644, Students: 8
Room ID: 645, Name: Room #645, Students: 6
Room ID: 646, Name: Room #646, Students: 14
Room ID: 647, Name: Room #647, Students: 9
Room ID: 648, Name: Room #648, Students: 8
Room ID: 649, Name: Room #649, Students: 9
Room ID: 650, Name: Room #650, Students: 10
Room ID: 651, Name: Room #651, Students: 10
Room ID: 652, Name: Room #652, Students: 7
Room ID: 653, Name: Room #653, Students: 8
Room ID: 654, Name: Room #654, Students: 12
Room ID: 655, Name: Room #655, Students: 9
Room ID: 656, Name: Room #656, Students: 13
Room ID: 657, Name: Room #657, Students: 15
Room ID: 658, Name: Room #658, Students: 10
Room ID: 659, Name: Room #659, Students: 7
Room ID: 660, Name: Room #660, Students: 13
Room ID: 661, Name: Room #661, Students: 3
Room ID: 662, Name: Room #662, Students: 7
Room ID: 663, Name: Room #663, Students: 6
Room ID: 664, Name: Room #664, Students: 5
Room ID: 665, Name: Room #665, Students: 14
Room ID: 666, Name: Room #666, Students: 8
Room ID: 667, Name: Room #667, Students: 8
Room ID: 668, Name: Room #668, Students: 8
Room ID: 669, Name: Room #669, Students: 7
Room ID: 670, Name: Room #670, Students: 10
Room ID: 671, Name: Room #671, Students: 9
Room ID: 672, Name: Room #672, Students: 10
Room ID: 673, Name: Room #673, Students: 9
Room ID: 674, Name: Room #674, Students: 9
Room ID: 675, Name: Room #675, Students: 12
Room ID: 676, Name: Room #676, Students: 8
Room ID: 677, Name: Room #677, Students: 3
Room ID: 678, Name: Room #678, Students: 8
Room ID: 679, Name: Room #679, Students: 14
Room ID: 680, Name: Room #680, Students: 10
Room ID: 681, Name: Room #681, Students: 4
Room ID: 682, Name: Room #682, Students: 11
Room ID: 683, Name: Room #683, Students: 9
Room ID: 684, Name: Room #684, Students: 10
Room ID: 685, Name: Room #685, Students: 12
Room ID: 686, Name: Room #686, Students: 7
Room ID: 687, Name: Room #687, Students: 8
Room ID: 688, Name: Room #688, Students: 10
Room ID: 689, Name: Room #689, Students: 7
Room ID: 690, Name: Room #690, Students: 9
Room ID: 691, Name: Room #691, Students: 8
Room ID: 692, Name: Room #692, Students: 10
Room ID: 693, Name: Room #693, Students: 10
Room ID: 694, Name: Room #694, Students: 7
Room ID: 695, Name: Room #695, Students: 15
Room ID: 696, Name: Room #696, Students: 9
Room ID: 697, Name: Room #697, Students: 9
Room ID: 698, Name: Room #698, Students: 5
Room ID: 699, Name: Room #699, Students: 15
Room ID: 700, Name: Room #700, Students: 7
Room ID: 701, Name: Room #701, Students: 11
Room ID: 702, Name: Room #702, Students: 11
Room ID: 703, Name: Room #703, Students: 12
Room ID: 704, Name: Room #704, Students: 8
Room ID: 705, Name: Room #705, Students: 9
Room ID: 706, Name: Room #706, Students: 9
Room ID: 707, Name: Room #707, Students: 9
Room ID: 708, Name: Room #708, Students: 11
Room ID: 709, Name: Room #709, Students: 14
Room ID: 710, Name: Room #710, Students: 4
Room ID: 711, Name: Room #711, Students: 12
Room ID: 712, Name: Room #712, Students: 8
Room ID: 713, Name: Room #713, Students: 12
Room ID: 714, Name: Room #714, Students: 16
Room ID: 715, Name: Room #715, Students: 5
Room ID: 716, Name: Room #716, Students: 14
Room ID: 717, Name: Room #717, Students: 11
Room ID: 718, Name: Room #718, Students: 8
Room ID: 719, Name: Room #719, Students: 14
Room ID: 720, Name: Room #720, Students: 9
Room ID: 721, Name: Room #721, Students: 7
Room ID: 722, Name: Room #722, Students: 9
Room ID: 723, Name: Room #723, Students: 7
Room ID: 724, Name: Room #724, Students: 12
Room ID: 725, Name: Room #725, Students: 14
Room ID: 726, Name: Room #726, Students: 6
Room ID: 727, Name: Room #727, Students: 8
Room ID: 728, Name: Room #728, Students: 11
Room ID: 729, Name: Room #729, Students: 12
Room ID: 730, Name: Room #730, Students: 14
Room ID: 731, Name: Room #731, Students: 19
Room ID: 732, Name: Room #732, Students: 6
Room ID: 733, Name: Room #733, Students: 14
Room ID: 734, Name: Room #734, Students: 12
Room ID: 735, Name: Room #735, Students: 8
Room ID: 736, Name: Room #736, Students: 9
Room ID: 737, Name: Room #737, Students: 13
Room ID: 738, Name: Room #738, Students: 12
Room ID: 739, Name: Room #739, Students: 9
Room ID: 740, Name: Room #740, Students: 14
Room ID: 741, Name: Room #741, Students: 13
Room ID: 742, Name: Room #742, Students: 10
Room ID: 743, Name: Room #743, Students: 12
Room ID: 744, Name: Room #744, Students: 6
Room ID: 745, Name: Room #745, Students: 9
Room ID: 746, Name: Room #746, Students: 9
Room ID: 747, Name: Room #747, Students: 13
Room ID: 748, Name: Room #748, Students: 9
Room ID: 749, Name: Room #749, Students: 13
Room ID: 750, Name: Room #750, Students: 11
Room ID: 751, Name: Room #751, Students: 12
Room ID: 752, Name: Room #752, Students: 12
Room ID: 753, Name: Room #753, Students: 8
Room ID: 754, Name: Room #754, Students: 5
Room ID: 755, Name: Room #755, Students: 12
Room ID: 756, Name: Room #756, Students: 12
Room ID: 757, Name: Room #757, Students: 9
Room ID: 758, Name: Room #758, Students: 13
Room ID: 759, Name: Room #759, Students: 15
Room ID: 760, Name: Room #760, Students: 8
Room ID: 761, Name: Room #761, Students: 9
Room ID: 762, Name: Room #762, Students: 11
Room ID: 763, Name: Room #763, Students: 7
Room ID: 764, Name: Room #764, Students: 9
Room ID: 765, Name: Room #765, Students: 8
Room ID: 766, Name: Room #766, Students: 15
Room ID: 767, Name: Room #767, Students: 11
Room ID: 768, Name: Room #768, Students: 11
Room ID: 769, Name: Room #769, Students: 10
Room ID: 770, Name: Room #770, Students: 9
Room ID: 771, Name: Room #771, Students: 14
Room ID: 772, Name: Room #772, Students: 5
Room ID: 773, Name: Room #773, Students: 11
Room ID: 774, Name: Room #774, Students: 8
Room ID: 775, Name: Room #775, Students: 9
Room ID: 776, Name: Room #776, Students: 7
Room ID: 777, Name: Room #777, Students: 5
Room ID: 778, Name: Room #778, Students: 13
Room ID: 779, Name: Room #779, Students: 13
Room ID: 780, Name: Room #780, Students: 9
Room ID: 781, Name: Room #781, Students: 13
Room ID: 782, Name: Room #782, Students: 8
Room ID: 783, Name: Room #783, Students: 8
Room ID: 784, Name: Room #784, Students: 12
Room ID: 785, Name: Room #785, Students: 10
Room ID: 786, Name: Room #786, Students: 12
Room ID: 787, Name: Room #787, Students: 8
Room ID: 788, Name: Room #788, Students: 5
Room ID: 789, Name: Room #789, Students: 10
Room ID: 790, Name: Room #790, Students: 8
Room ID: 791, Name: Room #791, Students: 10
Room ID: 792, Name: Room #792, Students: 7
Room ID: 793, Name: Room #793, Students: 15
Room ID: 794, Name: Room #794, Students: 5
Room ID: 795, Name: Room #795, Students: 12
Room ID: 796, Name: Room #796, Students: 8
Room ID: 797, Name: Room #797, Students: 11
Room ID: 798, Name: Room #798, Students: 5
Room ID: 799, Name: Room #799, Students: 13
Room ID: 800, Name: Room #800, Students: 5
Room ID: 801, Name: Room #801, Students: 10
Room ID: 802, Name: Room #802, Students: 12
Room ID: 803, Name: Room #803, Students: 11
Room ID: 804, Name: Room #804, Students: 6
Room ID: 805, Name: Room #805, Students: 10
Room ID: 806, Name: Room #806, Students: 12
Room ID: 807, Name: Room #807, Students: 9
Room ID: 808, Name: Room #808, Students: 11
Room ID: 809, Name: Room #809, Students: 13
Room ID: 810, Name: Room #810, Students: 2
Room ID: 811, Name: Room #811, Students: 5
Room ID: 812, Name: Room #812, Students: 7
Room ID: 813, Name: Room #813, Students: 20
Room ID: 814, Name: Room #814, Students: 10
Room ID: 815, Name: Room #815, Students: 9
Room ID: 816, Name: Room #816, Students: 10
Room ID: 817, Name: Room #817, Students: 12
Room ID: 818, Name: Room #818, Students: 12
Room ID: 819, Name: Room #819, Students: 9
Room ID: 820, Name: Room #820, Students: 13
Room ID: 821, Name: Room #821, Students: 11
Room ID: 822, Name: Room #822, Students: 10
Room ID: 823, Name: Room #823, Students: 7
Room ID: 824, Name: Room #824, Students: 9
Room ID: 825, Name: Room #825, Students: 11
Room ID: 826, Name: Room #826, Students: 9
Room ID: 827, Name: Room #827, Students: 7
Room ID: 828, Name: Room #828, Students: 10
Room ID: 829, Name: Room #829, Students: 12
Room ID: 830, Name: Room #830, Students: 8
Room ID: 831, Name: Room #831, Students: 6
Room ID: 832, Name: Room #832, Students: 14
Room ID: 833, Name: Room #833, Students: 9
Room ID: 834, Name: Room #834, Students: 10
Room ID: 835, Name: Room #835, Students: 16
Room ID: 836, Name: Room #836, Students: 14
Room ID: 837, Name: Room #837, Students: 11
Room ID: 838, Name: Room #838, Students: 14
Room ID: 839, Name: Room #839, Students: 9
Room ID: 840, Name: Room #840, Students: 8
Room ID: 841, Name: Room #841, Students: 6
Room ID: 842, Name: Room #842, Students: 6
Room ID: 843, Name: Room #843, Students: 12
Room ID: 844, Name: Room #844, Students: 11
Room ID: 845, Name: Room #845, Students: 11
Room ID: 846, Name: Room #846, Students: 11
Room ID: 847, Name: Room #847, Students: 16
Room ID: 848, Name: Room #848, Students: 14
Room ID: 849, Name: Room #849, Students: 9
Room ID: 850, Name: Room #850, Students: 12
Room ID: 851, Name: Room #851, Students: 6
Room ID: 852, Name: Room #852, Students: 10
Room ID: 853, Name: Room #853, Students: 8
Room ID: 854, Name: Room #854, Students: 13
Room ID: 855, Name: Room #855, Students: 12
Room ID: 856, Name: Room #856, Students: 10
Room ID: 857, Name: Room #857, Students: 6
Room ID: 858, Name: Room #858, Students: 9
Room ID: 859, Name: Room #859, Students: 9
Room ID: 860, Name: Room #860, Students: 19
Room ID: 861, Name: Room #861, Students: 9
Room ID: 862, Name: Room #862, Students: 6
Room ID: 863, Name: Room #863, Students: 15
Room ID: 864, Name: Room #864, Students: 6
Room ID: 865, Name: Room #865, Students: 12
Room ID: 866, Name: Room #866, Students: 12
Room ID: 867, Name: Room #867, Students: 11
Room ID: 868, Name: Room #868, Students: 9
Room ID: 869, Name: Room #869, Students: 9
Room ID: 870, Name: Room #870, Students: 6
Room ID: 871, Name: Room #871, Students: 10
Room ID: 872, Name: Room #872, Students: 13
Room ID: 873, Name: Room #873, Students: 4
Room ID: 874, Name: Room #874, Students: 6
Room ID: 875, Name: Room #875, Students: 14
Room ID: 876, Name: Room #876, Students: 6
Room ID: 877, Name: Room #877, Students: 11
Room ID: 878, Name: Room #878, Students: 11
Room ID: 879, Name: Room #879, Students: 15
Room ID: 880, Name: Room #880, Students: 9
Room ID: 881, Name: Room #881, Students: 11
Room ID: 882, Name: Room #882, Students: 7
Room ID: 883, Name: Room #883, Students: 9
Room ID: 884, Name: Room #884, Students: 14
Room ID: 885, Name: Room #885, Students: 7
Room ID: 886, Name: Room #886, Students: 6
Room ID: 887, Name: Room #887, Students: 7
Room ID: 888, Name: Room #888, Students: 11
Room ID: 889, Name: Room #889, Students: 8
Room ID: 890, Name: Room #890, Students: 8
Room ID: 891, Name: Room #891, Students: 11
Room ID: 892, Name: Room #892, Students: 10
Room ID: 893, Name: Room #893, Students: 13
Room ID: 894, Name: Room #894, Students: 17
Room ID: 895, Name: Room #895, Students: 6
Room ID: 896, Name: Room #896, Students: 8
Room ID: 897, Name: Room #897, Students: 9
Room ID: 898, Name: Room #898, Students: 12
Room ID: 899, Name: Room #899, Students: 10
Room ID: 900, Name: Room #900, Students: 11
Room ID: 901, Name: Room #901, Students: 8
Room ID: 902, Name: Room #902, Students: 5
Room ID: 903, Name: Room #903, Students: 11
Room ID: 904, Name: Room #904, Students: 8
Room ID: 905, Name: Room #905, Students: 19
Room ID: 906, Name: Room #906, Students: 10
Room ID: 907, Name: Room #907, Students: 12
Room ID: 908, Name: Room #908, Students: 7
Room ID: 909, Name: Room #909, Students: 12
Room ID: 910, Name: Room #910, Students: 10
Room ID: 911, Name: Room #911, Students: 10
Room ID: 912, Name: Room #912, Students: 13
Room ID: 913, Name: Room #913, Students: 3
Room ID: 914, Name: Room #914, Students: 13
Room ID: 915, Name: Room #915, Students: 5
Room ID: 916, Name: Room #916, Students: 8
Room ID: 917, Name: Room #917, Students: 9
Room ID: 918, Name: Room #918, Students: 14
Room ID: 919, Name: Room #919, Students: 5
Room ID: 920, Name: Room #920, Students: 8
Room ID: 921, Name: Room #921, Students: 10
Room ID: 922, Name: Room #922, Students: 10
Room ID: 923, Name: Room #923, Students: 9
Room ID: 924, Name: Room #924, Students: 12
Room ID: 925, Name: Room #925, Students: 8
Room ID: 926, Name: Room #926, Students: 14
Room ID: 927, Name: Room #927, Students: 9
Room ID: 928, Name: Room #928, Students: 8
Room ID: 929, Name: Room #929, Students: 9
Room ID: 930, Name: Room #930, Students: 15
Room ID: 931, Name: Room #931, Students: 7
Room ID: 932, Name: Room #932, Students: 9
Room ID: 933, Name: Room #933, Students: 10
Room ID: 934, Name: Room #934, Students: 4
Room ID: 935, Name: Room #935, Students: 10
Room ID: 936, Name: Room #936, Students: 13
Room ID: 937, Name: Room #937, Students: 11
Room ID: 938, Name: Room #938, Students: 12
Room ID: 939, Name: Room #939, Students: 9
Room ID: 940, Name: Room #940, Students: 7
Room ID: 941, Name: Room #941, Students: 11
Room ID: 942, Name: Room #942, Students: 11
Room ID: 943, Name: Room #943, Students: 5
Room ID: 944, Name: Room #944, Students: 8
Room ID: 945, Name: Room #945, Students: 10
Room ID: 946, Name: Room #946, Students: 11
Room ID: 947, Name: Room #947, Students: 8
Room ID: 948, Name: Room #948, Students: 13
Room ID: 949, Name: Room #949, Students: 10
Room ID: 950, Name: Room #950, Students: 12
Room ID: 951, Name: Room #951, Students: 8
Room ID: 952, Name: Room #952, Students: 13
Room ID: 953, Name: Room #953, Students: 11
Room ID: 954, Name: Room #954, Students: 7
Room ID: 955, Name: Room #955, Students: 13
Room ID: 956, Name: Room #956, Students: 6
Room ID: 957, Name: Room #957, Students: 9
Room ID: 958, Name: Room #958, Students: 14
Room ID: 959, Name: Room #959, Students: 8
Room ID: 960, Name: Room #960, Students: 8
Room ID: 961, Name: Room #961, Students: 17
Room ID: 962, Name: Room #962, Students: 9
Room ID: 963, Name: Room #963, Students: 6
Room ID: 964, Name: Room #964, Students: 5
Room ID: 965, Name: Room #965, Students: 15
Room ID: 966, Name: Room #966, Students: 11
Room ID: 967, Name: Room #967, Students: 11
Room ID: 968, Name: Room #968, Students: 17
Room ID: 969, Name: Room #969, Students: 16
Room ID: 970, Name: Room #970, Students: 6
Room ID: 971, Name: Room #971, Students: 9
Room ID: 972, Name: Room #972, Students: 4
Room ID: 973, Name: Room #973, Students: 9
Room ID: 974, Name: Room #974, Students: 8
Room ID: 975, Name: Room #975, Students: 9
Room ID: 976, Name: Room #976, Students: 7
Room ID: 977, Name: Room #977, Students: 10
Room ID: 978, Name: Room #978, Students: 12
Room ID: 979, Name: Room #979, Students: 10
Room ID: 980, Name: Room #980, Students: 14
Room ID: 981, Name: Room #981, Students: 12
Room ID: 982, Name: Room #982, Students: 8
Room ID: 983, Name: Room #983, Students: 6
Room ID: 984, Name: Room #984, Students: 13
Room ID: 985, Name: Room #985, Students: 3
Room ID: 986, Name: Room #986, Students: 13
Room ID: 987, Name: Room #987, Students: 7
Room ID: 988, Name: Room #988, Students: 10
Room ID: 989, Name: Room #989, Students: 10
Room ID: 990, Name: Room #990, Students: 5
Room ID: 991, Name: Room #991, Students: 9
Room ID: 992, Name: Room #992, Students: 13
Room ID: 993, Name: Room #993, Students: 10
Room ID: 994, Name: Room #994, Students: 6
Room ID: 995, Name: Room #995, Students: 13
Room ID: 996, Name: Room #996, Students: 8
Room ID: 997, Name: Room #997, Students: 9
Room ID: 998, Name: Room #998, Students: 14
Room ID: 999, Name: Room #999, Students: 12

Top 5 rooms with smallest average student age:
Room ID: 661, Name: Room #661, Avg Age: 11.67
Room ID: 913, Name: Room #913, Avg Age: 20.00
Room ID: 111, Name: Room #111, Avg Age: 31.80
Room ID: 957, Name: Room #957, Avg Age: 33.11
Room ID: 773, Name: Room #773, Avg Age: 35.27

Top 5 rooms with largest age difference among students:
Room ID: 875, Name: Room #875, Age Difference: 116
Room ID: 83, Name: Room #83, Age Difference: 115
Room ID: 213, Name: Room #213, Age Difference: 115
Room ID: 381, Name: Room #381, Age Difference: 115
Room ID: 395, Name: Room #395, Age Difference: 115

Rooms where students of different sexes live together: 990 rooms found
Listing first 10 such rooms:
Room ID: 0, Name: Room #0, Sex Types: 2
Room ID: 1, Name: Room #1, Sex Types: 2
Room ID: 2, Name: Room #2, Sex Types: 2
Room ID: 3, Name: Room #3, Sex Types: 2
Room ID: 4, Name: Room #4, Sex Types: 2
Room ID: 5, Name: Room #5, Sex Types: 2
Room ID: 7, Name: Room #7, Sex Types: 2
Room ID: 8, Name: Room #8, Sex Types: 2
Room ID: 9, Name: Room #9, Sex Types: 2
Room ID: 10, Name: Room #10, Sex Types: 2
